,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
ALB,125.68000030517578,93.68810012817383,3.3345779494038497,0.0,,3,15.0,0.8035275686194241,4
ARQT,27.889999389648438,21.15049991607666,3.573022002352529,0.0,,4,15.0,0.830299476008155,4
AS,34.7599983215332,32.9911999130249,6.324586343043103,0.0,,3,22.0,0.827492459089724,4
CWAN,20.690000534057617,18.427000064849853,1.817179142219033,0.0,,3,16.0,0.801660102234422,4
JAZZ,176.0800018310547,136.89880111694336,1.8362449873573772,0.0,,3,17.0,0.9666550935466305,4
LNW,88.9000015258789,81.92740020751953,2.183909799860806,0.0,,3,22.0,0.808206789745054,4
TERN,27.1200008392334,11.276999988555907,4.684313619091573,0.0,,4,19.0,0.889542791980119,4
ADPT,15.149999618530273,15.11040002822876,,0.0,,1,0.0,0.0,2
AMBA,87.44000244140625,84.63459976196289,,0.0,,1,0.0,0.0,2
AMTM,25.520000457763672,23.035199966430664,,0.0,,1,0.0,0.0,2
CEG,357.4800109863281,356.51488037109374,,0.0,,1,0.0,0.0,2
CLS,312.4800109863281,281.1166009521484,-3.054588951289061,0.0,,2,0.0,0.0,2
DGNX,13.460000038146973,16.575999984741213,1.1458591821973734,0.0,,3,18.0,0.9279617341094233,2
DY,325.2900085449219,285.44379974365233,,0.0,,1,0.0,0.0,2
EAT,127.94000244140625,125.94080001831054,2.806948184421121,0.0,,3,0.0,0.0,2
EXAS,86.18000030517578,61.01440017700195,23.6796784267155,0.0,,2,0.0,0.0,2
FROG,60.86000061035156,50.51839988708496,,0.0,,1,0.0,0.0,2
GH,99.55000305175781,73.05760009765625,,0.0,,1,0.0,0.0,2
GKOS,96.48999786376953,84.22659957885742,,0.0,,1,0.0,0.0,2
GOOG,292.989990234375,260.8331997680664,1.2969221279815035,0.0,,3,0.0,0.0,2
GOOGL,292.80999755859375,260.22619995117185,1.3704674610293843,0.0,,3,0.0,0.0,2
GPCR,36.5099983215332,28.751499900817873,-7.852560722616175,0.0,,2,0.0,0.0,2
GRAL,87.97000122070312,69.74140007019042,1.9473207843592357,0.0,,3,0.0,0.0,2
IDXX,697.0999755859375,653.5425988769531,,0.0,,1,0.0,0.0,2
LB,64.63999938964844,58.50780014038086,,0.0,,1,0.0,0.0,2
LITE,268.9200134277344,186.33740051269533,5.449761402234931,0.0,,3,0.0,0.0,2
LMND,70.94000244140625,58.64839996337891,2.871234604438122,0.0,,2,0.0,0.0,2
NBIS,95.06999969482422,110.3440008544922,5.153433987203315,0.0,,3,21.0,0.7860374771131821,2
NUVB,7.150000095367432,4.119000020027161,,0.0,,1,0.0,0.0,2
PACS,16.829999923706055,12.61899995803833,4.2714223612772395,0.0,,3,0.0,0.0,2
PODD,346.3599853515625,322.93260009765623,,0.0,,1,0.0,0.0,2
QUBT,11.5600004196167,17.118599948883055,0.49172188876141476,0.0,,3,18.0,0.7731549947118753,2
SQM,63.099998474121094,46.21960006713867,3.055622520145007,0.0,,3,0.0,0.0,2
TMDX,133.47000122070312,119.66850036621094,14.008714075877782,0.0,,2,0.0,0.0,2
UPWK,18.15999984741211,17.36640007019043,6.323184593268505,0.0,,2,0.0,0.0,2
VEON,52.02000045776367,50.78900016784668,,0.0,,1,0.0,0.0,2
VIK,61.209999084472656,60.3892000579834,,0.0,,1,0.0,0.0,2
VSEC,169.38999938964844,168.54043670654298,,0.0,,1,0.0,0.0,2
BRBR,29.260000228881836,33.0146000289917,11.42421924543806,0.0,,2,0.0,0.0,0
CAMT,100.04000091552734,110.04139984130859,,0.0,,1,0.0,0.0,0
FTAI,164.99000549316406,169.54148193359376,2.140055109392436,0.0,,2,0.0,0.0,0
GEV,595.3699951171875,598.2891540527344,-3.828294705167057,0.0,,2,0.0,0.0,0
GFF,69.25,74.74340057373047,,0.0,,1,0.0,0.0,0
HNGE,44.099998474121094,50.22459999084472,,0.0,,1,0.0,0.0,0
IESC,369.7699890136719,387.19219970703125,,0.0,,1,0.0,0.0,0
KYIV,12.1899995803833,12.339599990844727,,0.0,,1,0.0,0.0,0
LEU,264.2699890136719,321.38899993896484,,0.0,,1,0.0,0.0,0
LOW,228.41000366210938,244.16706909179686,4.026049115550379,0.0,,2,0.0,0.0,0
MOD,141.50999450683594,149.58659942626954,,0.0,,1,0.0,0.0,0
MP,63.54999923706055,68.92739959716796,8.613913963611397,0.0,,2,0.0,0.0,0
SHOP,146.0,156.56900024414062,,0.0,,1,0.0,0.0,0
SITM,270.29998779296875,290.57520172119143,,0.0,,1,0.0,0.0,0
U,39.220001220703125,39.51760009765625,,0.0,,1,0.0,0.0,0
XYZ,62.0,73.64759979248046,,0.0,,1,0.0,0.0,0
