,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
TPH,46.369998931884766,33.959600105285645,0.9592747663393731,0.9583146067415732,0.963626126126126,0.7677185612578871,0.9977519654485946,1.0,0.9164486115328812,19.553377972728665,26.7979,46.37,1,0.9592747663393731,4
MGA,68.7300033569336,53.94720008850098,0.9566693659952087,0.956629213483146,0.9572072072072072,0.7755719202348416,0.9932558963457839,0.9838892263049567,0.9355569052198266,5.034851982920935,18.8689,68.73,1,0.9566693659952087,4
HASI,39.70000076293945,33.73636116027832,0.9099475739784729,0.91,0.9100225225225224,0.7624590883017849,0.9820157235887573,0.9651541991429632,0.760960960960961,3.738171578472578,10.801,39.7,1,0.9099475739784729,3
AMAT,354.9100036621094,294.43160125732425,0.9031081502851167,0.9040449438202248,0.9040449438202248,0.7886847521678982,0.9348069980092452,0.8508755946958194,0.9962538381077706,2.043249713382178,8.07576,354.91,1,0.9031081502851167,3
ICLR,93.0,176.1481997680664,0.9674036255356482,0.9674157303370788,0.9676801801801802,0.8190353274622938,0.9887598272429733,0.9925059891352026,0.9602852852852853,8.985609540338745,16.133863,93.0,1,0.9674036255356482,2
COIN,164.32000732421875,226.76279815673828,0.9332704895907143,0.9335955056179776,0.9335955056179776,0.6185857205520127,0.9910078617943786,0.933306340047913,0.9895097344535547,3.1166694263102515,16.464665999999998,164.32,1,0.9332704895907143,2
ROKU,90.05999755859375,103.24650024414062,0.9193895299794176,0.9193258426966292,0.920045045045045,0.6953976448358471,0.9482952053176774,0.9786424064513953,0.8771080068832878,4.404552697013915,8.5976095,90.06,1,0.9193895299794176,2
TYL,303.94000244140625,424.0990002441406,0.9139190454499442,0.9141573033707864,0.9141573033707864,0.9778950298613219,0.8104151904713702,0.9636569153423086,0.9760215271451226,3.7291172789644857,5.88768,303.94,1,0.9139190454499442,1
HUBS,243.85000610351562,338.4165991210937,0.9068188834902319,0.9069662921348316,0.9069662921348316,0.9190707561494077,0.847133650504437,0.9273129871444478,0.9692774234909066,2.967809085117933,6.50798,243.85,1,0.9068188834902319,1
PCOR,52.34000015258789,67.45740020751953,0.8968157623916051,0.8966292134831461,0.8980855855855857,0.7036390322907177,0.9617834126261093,0.9430492290042852,0.7988021729594763,3.256150142097011,9.31495,52.34,1,0.8968157623916051,1
