,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
ANDG,46.935001373291016,38.8425,0.941219512195122,0.941219512195122,0.941219512195122,0.9048780487804878,0.9951219512195122,0.9853658536585366,0.7878048780487805,1.5689856272699398,12.097151,48.0,1,0.941219512195122,4
SAP,171.0399932861328,165.69459930419922,0.9256658795367795,0.9256658795367795,0.9316976127320954,0.7926796920489099,0.9316911431713788,0.9521640680597788,0.9352429320049169,1.019064544793602,7.964062650000001,172.7425,1,0.9256658795367795,4
RNG,53.79999923706055,40.683577880859374,0.9232342951413599,0.9232342951413599,0.9267073170731708,0.6905285631105648,0.9950152034676846,0.9898169114317138,0.7974509930775701,1.5147156522824896,11.416371999999999,53.82525,1,0.9232342951413599,4
MANH,159.2899932861328,145.79659927368164,0.875642103901145,0.875642103901145,0.8792682926829268,0.949084557158569,0.8902730154622502,0.8181827003946431,0.9138707381768778,0.6963112239076603,7.2690719999999995,162.695,1,0.875642103901145,4
NOW,105.55999755859375,104.48620040893555,0.8486035453192728,0.8486035453192728,0.8546341463414634,0.38832891246684353,0.9427735006793039,0.8752571650384939,0.8672996053567963,0.7787569998696049,8.4457898,107.12275,1,0.8486035453192728,3
TRI,97.76000213623047,86.10954223632812,0.8458216342110372,0.8458216342110372,0.8492042440318303,0.7749660348062366,0.9333376463738112,0.7812770912855017,0.8410493627482694,0.6491190204176136,8.1392095,97.48750000000001,1,0.8458216342110372,3
MNDY,82.0999984741211,78.50319961547852,0.8411933104742189,0.8411933104742189,0.851219512195122,0.7812770912855017,0.874936921783011,0.8510189558129003,0.7949052209354985,0.741122158056323,7.095921499999999,82.92375,1,0.8411933104742189,3
TEAM,95.87000274658203,89.34549987792968,0.8387487869573655,0.8387487869573655,0.8570731707317072,0.619353690884389,0.9908229281231804,0.7176780746587307,0.8941903344762892,0.6043819369466176,11.246589749999998,96.65,1,0.8387487869573655,3
ISRG,356.8299865722656,405.5827984619141,0.8992242996700521,0.8992242996700521,0.9140583554376656,0.8779096849323931,0.8109885488775312,0.9518438248042957,0.9722100019408682,1.0098379405466127,6.1238915,358.1675,1,0.8992242996700521,2
PEGA,28.600000381469727,32.116631202697754,0.8418771430419874,0.8418771430419874,0.8431707317073169,0.5635601992624701,0.9621336611244096,0.9187487869573656,0.6360613314355955,0.8861104351555987,9.414614499999999,29.345,1,0.8418771430419874,1
