,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,469.32000732421875,282.7018002319336,2.4261873805549445,13.389207324180333,67.46824825692336,24,282.0,0.8233788005537956,6
RGC,29.110599517822266,21.586212005615234,2.7995950069115065,13.355256727773316,78.31611805702559,27,320.0,0.8520723022423446,6
RKLB,80.48500061035156,64.4072004699707,0.8814044085476823,9.883345116121594,42.98832618039296,27,365.0,0.758954328941358,6
BE,137.80999755859375,109.34780044555664,1.5052314947399807,8.674003363663038,10.022235457381464,20,261.0,0.7909183711722099,6
ASTS,104.79000091552734,77.3981997680664,1.0883689430209136,8.09891822999927,32.843514868255006,27,376.0,0.7710630463369793,6
MU,389.3550109863281,280.66813232421873,2.171691855404993,7.75857628064591,38.82503656078303,26,297.0,0.7998045839316628,6
VERA,47.2599983215332,43.19469974517822,0.44676304603347494,7.578142674295977,16.011869236986275,16,248.0,0.8238586891884206,6
DOCN,58.4900016784668,48.67020004272461,2.8462583777790096,11.429857487454974,7.844016324032133,2,0.0,0.0,4
ALM,11.600000381469727,8.040400047302246,2.12596533817889,7.197908183755962,15.818292752211264,11,0.0,0.0,4
PTRN,14.270000457763672,13.754799995422363,0.37469936059041736,6.132996921610591,,7,0.0,0.0,4
GDS,45.83000183105469,36.14919994354248,1.086953373714204,4.301378042507486,,8,0.0,0.0,4
TECK,54.755001068115234,46.022900390625,0.7218794420786138,3.832666418407421,15.08066997157466,7,0.0,0.0,4
PSLV,34.8849983215332,22.882699966430664,1.4331181368263761,3.8120323475762565,36.552740734662734,14,0.0,0.0,4
AAUC,31.600000381469727,22.836599922180177,0.426083163818717,3.47618239575318,15.619561927213441,14,0.0,0.0,4
BELFB,205.1300048828125,171.0197119140625,0.2748286404063642,3.388026048443125,6.484354766270911,7,0.0,0.0,4
NE,35.099998474121094,30.382962074279785,-0.797443920556995,3.387669887292999,-8.107048024068696,2,0.0,0.0,4
LITE,329.7300109863281,331.29239868164063,0.19121513935521123,3.0204265788119486,7.47527537018066,20,278.0,0.7969388521222197,4
EGO,48.5099983215332,34.95999977111816,1.9563071921924802,2.4975904083800735,15.774424851028112,5,0.0,0.0,4
BMNR,27.760000228881836,31.526195335388184,0.09542116899781371,2.2473043631465863,-9.685682255709152,22,246.0,0.7226015312342212,4
BVN,39.31999969482422,28.556600074768067,0.4588856075810027,1.7278378562697982,24.466310884860864,5,0.0,0.0,4
TWLO,134.27999877929688,130.98259994506836,0.510526343529577,1.6532840503379331,-13.680384885821933,3,0.0,0.0,4
STX,358.510009765625,288.8178582763672,-1.1333424885890915,0.576509966115777,15.739191341499044,7,0.0,0.0,4
CRWV,98.82499694824219,80.79410049438476,0.263829706520825,0.25378008366939686,9.832612170683614,29,0.0,0.0,4
USAR,26.299999237060547,15.78090009689331,4.218126894087152,0.06702572234110064,37.07668734053952,10,0.0,0.0,4
TEAM,138.32000732421875,150.8843994140625,1.7159021422195497,2.404317606175743,-6.644319763831533,5,0.0,0.0,2
NET,189.9149932861328,196.39409973144532,0.7726167028727637,1.3017133096656974,-8.137764192851348,3,0.0,0.0,2
AB,42.04499816894531,39.80009979248047,,0.0,,1,0.0,0.0,2
BKR,56.16999816894531,48.6076000213623,,0.0,,1,0.0,0.0,2
BOH,75.41500091552734,68.49418716430664,,0.0,,1,0.0,0.0,2
ZM,95.0999984741211,85.45399978637695,,0.0,,1,0.0,0.0,2
GME,23.860000610351562,21.602800102233886,0.9050869724822181,-0.46976325633292026,-6.974601598139209,7,0.0,0.0,2
ANET,143.74000549316406,129.00559951782228,-1.1994421834917113,-0.7383319828030865,-1.084842904451938,5,0.0,0.0,2
MSTR,160.77000427246094,172.92500091552733,0.019302028524291234,-0.8957431739998409,-5.198961419393868,26,274.0,0.7324699569735276,2
SRPT,22.690000534057617,20.94499996185303,-1.8948707370424591,-1.785662585192338,-4.218422155773399,3,0.0,0.0,2
SSRM,27.15999984741211,22.384799995422362,-1.442490204760823,-2.978192060725371,,4,0.0,0.0,2
VAL,57.95000076293945,54.27679985046387,-1.3571660371973993,-4.601123574223709,-13.687515547322581,2,0.0,0.0,2
NG,10.458700180053711,9.6555739402771,-6.153537908419043,-4.616898358930777,,3,0.0,0.0,2
KC,13.319999694824219,11.63099998474121,-0.15589884718223423,-7.686565390247102,13.439429245758316,4,0.0,0.0,2
SAP,239.85499572753906,241.4767004394531,3.8018730795269073,0.0,,2,0.0,0.0,0
GTLB,38.599998474121094,38.769400100708005,-4.118736616874801,-1.40021631266937,-7.913206601685641,5,0.0,0.0,0
TEM,67.5999984741211,68.96169982910156,-1.5120457641561187,-5.1355132459319295,3.7014601170843653,4,0.0,0.0,0
