,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
SIMO,206.85000610351562,129.09739990234374,0.9894941634241244,0.9894941634241244,0.9894941634241244,0.9688715953307392,1.0,0.9922178988326849,0.9766536964980544,4.360872062428606,33.147884,198.63,1,0.9894941634241244,4
NXPI,290.2950134277344,211.68183044433593,0.9721789883268482,0.9721789883268482,0.9721789883268482,0.8949416342412452,0.9922178988326849,0.9649805447470816,0.9883268482490272,1.9834772837387988,25.043413,288.0,1,0.9721789883268482,4
MXL,67.44999694824219,22.575199813842772,0.9630350194552528,0.9630350194552528,0.9630350194552528,0.7821011673151751,0.9961089494163424,0.9961089494163424,0.9377431906614786,5.204095246599819,30.782541,68.02,1,0.9630350194552528,4
STX,637.0050048828125,448.3577087402344,0.9595330739299612,0.9595330739299612,0.9595330739299612,0.9299610894941636,0.953307392996109,0.953307392996109,0.9961089494163424,1.7676474108993816,11.147952,643.58,1,0.9595330739299612,4
COCO,65.76499938964844,52.43050010681152,0.9476653696498054,0.9476653696498054,0.9476653696498054,0.8365758754863813,0.980544747081712,0.9766536964980544,0.8949416342412452,2.099722149244473,21.537863,62.75,1,0.9476653696498054,4
EAT,148.36000061035156,145.4392010498047,0.9463035019455251,0.9463035019455251,0.9463035019455251,0.906614785992218,0.9649805447470816,0.9416342412451362,0.9416342412451362,1.7085862767117224,13.682823,146.81,1,0.9463035019455251,3
BE,279.6650085449219,170.18510116577147,0.9315175097276264,0.9315175097276264,0.9315175097276264,0.7587548638132295,0.9883268482490272,0.8949416342412452,0.9824902723735408,1.3072136580021592,23.284521,279.0,1,0.9315175097276264,3
GNRC,254.58999633789062,211.71940063476563,0.9303501945525292,0.9303501945525292,0.9303501945525292,0.9455252918287936,0.9727626459143968,0.8638132295719845,0.9649805447470816,1.1440494988583458,14.961773,249.605,1,0.9303501945525292,3
ICLR,118.80000305175781,106.30619964599609,0.9138132295719844,0.9138132295719844,0.9138132295719844,0.8599221789883269,0.9610894941634242,0.8793774319066148,0.9182879377431906,1.2105888328072776,13.250076,116.07,1,0.9138132295719844,3
GD,341.6499938964844,344.6920501708984,0.9381322957198442,0.9381322957198442,0.9381322957198442,0.9571984435797666,0.9455252918287936,0.906614785992218,0.970817120622568,1.3889610002363355,10.915589,347.92,1,0.9381322957198442,1
