symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
EXAS,100.67,16.8136,67800153.0,3897785.0,19074074624.0,17.394533818566185,0.99625468164794,1.0,0.9550561797752808,0.9250936329588016,0.9822097378277156,0.9055471317858028,1.033434308956768
MMS,82.06,5.52983,1419027.0,561876.0,4624050688.0,2.525516306088888,0.9588014981273408,0.9176029962546816,0.8127340823970037,0.9850187265917604,0.9177902621722848,0.8219498774679799,1.017195757031572
ABVX,122.9,8.80921,4465617.0,1134100.0,9823307776.0,3.937586632572084,0.9812734082397004,0.9775280898876404,0.9288389513108616,0.9812734082397004,0.9694756554307116,0.927916759679529,1.0071314828130045
PACS,26.14,55.3179,13324594.0,1447148.0,4093919488.0,9.207485343586145,1.0,0.99625468164794,0.9176029962546816,0.8614232209737828,0.9683520599250935,0.9378564131822056,1.0004341939598553
REGN,737.0,5.0052,2277494.0,1088479.0,78112743424.0,2.0923637479455275,0.951310861423221,0.8726591760299626,0.99250936329588,0.99625468164794,0.9365168539325844,0.8863591781689849,0.9965526427870242
POWL,294.35,3.17571,503475.0,244210.0,3559304704.0,2.0616477621719014,0.9176029962546816,0.8651685393258427,0.9101123595505618,1.0,0.905992509363296,0.8620373020984915,0.9784912113139206
NTRA,225.55,3.29746,3064401.0,1242051.0,31129163776.0,2.467210283635696,0.9250936329588016,0.9138576779026216,0.8913857677902621,0.99250936329588,0.9211610486891384,0.8992563675326846,0.9727598549266557
KLIC,39.03,10.5979,1485619.0,483025.0,2059587584.0,3.075656539516588,0.9850187265917604,0.9550561797752808,0.797752808988764,0.9700374531835206,0.9355805243445692,0.9280001849539928,0.9718744959437208
WMT,107.11,6.46059,50192446.0,16516985.0,854782574592.0,3.038838262552155,0.9700374531835206,0.951310861423221,0.8726591760299626,0.7153558052434457,0.9185393258426968,0.8980223794331161,0.9706930677715327
ODD,39.57,6.48547,2608394.0,701370.0,2272856064.0,3.718998531445599,0.9737827715355806,0.9737827715355806,0.7415730337078652,0.9625468164794008,0.9262172284644196,0.9159624543394832,0.9687064278087123
